source,listing_type,title,price,location,bedrooms,bathrooms,size_sqm,property_type,url,scraped_at
PigiaMe,Sale,6 Bed Townhouse with En Suite at Lavington Green,"KSh 96,000,000","Lavington, Nairobi",6 bed,,,,https://www.pigiame.co.ke/listings/6-bed-townhouse-with-en-suite-at-lavington-green-6564055,2026-02-23T16:23:48.653269
PigiaMe,Sale,5 Bed Townhouse with En Suite at Lavington,"KSh 90,000,000","Lavington, Nairobi",5 bed,,,,https://www.pigiame.co.ke/listings/5-bed-townhouse-with-en-suite-at-lavington-6536126,2026-02-23T16:23:48.702295
PigiaMe,Sale,5 Bed Townhouse with En Suite at Lavington,"KSh 90,000,000","Lavington, Nairobi",5 bed,,,,,2026-02-23T16:23:48.706264
PigiaMe,Sale,4 Bed Villa with En Suite in Lower Kabete,"KSh 95,000,000","Lower Kabete, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-villa-with-en-suite-in-lower-kabete-6519607,2026-02-23T16:23:48.749963
PigiaMe,Sale,4 Bed Villa with En Suite in Lower Kabete,"KSh 95,000,000","Lower Kabete, Nairobi",4 bed,,,,,2026-02-23T16:23:48.754157
PigiaMe,Sale,6 Bed Villa with En Suite in Lavington,"KSh 121,000,000","Lavington, Nairobi",6 bed,,,,https://www.pigiame.co.ke/listings/6-bed-villa-with-en-suite-in-lavington-5758898,2026-02-23T16:23:48.800736
PigiaMe,Sale,4 Bed Villa with En Suite in Runda,"KSh 130,000,000","Runda, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-villa-with-en-suite-in-runda-5669627,2026-02-23T16:23:48.851216
PigiaMe,Sale,4 Bed Villa with En Suite in Runda,"KSh 130,000,000","Runda, Nairobi",4 bed,,,,,2026-02-23T16:23:48.856105
PigiaMe,Sale,5 Bed House with En Suite in Karen,"KSh 75,000,000","Karen, Nairobi",5 bed,,,,https://www.pigiame.co.ke/listings/5-bed-house-with-en-suite-in-karen-5718856,2026-02-23T16:23:48.911247
PigiaMe,Sale,5 Bed House with En Suite in Karen,"KSh 75,000,000","Karen, Nairobi",5 bed,,,,,2026-02-23T16:23:48.916101
PigiaMe,Sale,5 Bed Townhouse in Westlands Area,"KSh 74,000,000","Westlands, Nairobi",5 bed,,,,https://www.pigiame.co.ke/listings/5-bed-townhouse-in-westlands-area-6379608,2026-02-23T16:24:00.862510
PigiaMe,Sale,5 Bed Townhouse in Westlands Area,"KSh 74,000,000","Westlands, Nairobi",5 bed,,,,,2026-02-23T16:24:00.869910
PigiaMe,Sale,5 Bed Villa in Kyuna,"KSh 115,000,000","Kyuna, Nairobi",5 bed,,,,https://www.pigiame.co.ke/listings/5-bed-villa-in-kyuna-5884968,2026-02-23T16:24:01.004641
PigiaMe,Sale,5 Bed Villa in Kyuna,"KSh 115,000,000","Kyuna, Nairobi",5 bed,,,,,2026-02-23T16:24:01.019034
PigiaMe,Sale,7 Bed House with En Suite in Ridgeways,"KSh 95,000,000","Ridgeways, Fourways Junction, Nairobi",7 bed,,,,https://www.pigiame.co.ke/listings/7-bed-house-with-en-suite-in-ridgeways-6574085,2026-02-23T16:24:01.143636
PigiaMe,Sale,7 Bed House with En Suite in Ridgeways,"KSh 95,000,000","Ridgeways, Fourways Junction, Nairobi",7 bed,,,,,2026-02-23T16:24:01.149533
PigiaMe,Sale,5 Bed House with En Suite at Kitisuru Estate.,"KSh 140,000,000","Kitisuru, Nairobi",5 bed,,,,https://www.pigiame.co.ke/listings/5-bed-house-with-en-suite-at-kitisuru-estate-5671805,2026-02-23T16:24:01.198354
PigiaMe,Sale,4 bedroom townhouse for sale in Parklands,"KSh 25,000,000","Parklands, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bedroom-townhouse-for-sale-in-parklands-3522097,2026-02-23T16:24:01.305307
PigiaMe,Sale,4 bedroom townhouse for sale in Parklands,"KSh 25,000,000","Parklands, Nairobi",4 bed,,,,https://www.pigiame.co.ketel:+254710559573,2026-02-23T16:24:01.308932
PigiaMe,Sale,4 bedroom townhouse for sale in Parklands,"KSh 25,000,000","Parklands, Nairobi",4 bed,,,,,2026-02-23T16:24:01.310667
PigiaMe,Sale,3 Bed House with En Suite at Nalepo,"KSh 7,500,000","Kiserian, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-house-with-en-suite-at-nalepo-5079713,2026-02-23T16:24:01.320830
PigiaMe,Sale,3 Bed House with En Suite at Nalepo,"KSh 7,500,000","Kiserian, Nairobi",3 bed,,,,,2026-02-23T16:24:01.327220
PigiaMe,Sale,4 Bed Townhouse in Lavington,"KSh 30,000,000","Lavington, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-townhouse-in-lavington-6337387,2026-02-23T16:24:01.384214
PigiaMe,Sale,4 Bed Townhouse in Lavington,"KSh 30,000,000","Lavington, Nairobi",4 bed,,,,,2026-02-23T16:24:01.387972
PigiaMe,Sale,Kiambu Road – Modern 4-Bedroom Home with 2 DSQ for Sale,"KSh 35,000,000","Kiambu Road, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/kiambu-road-modern-4-bedroom-home-with-2-dsq-for-sale-6534217,2026-02-23T16:24:01.454994
PigiaMe,Sale,Kiambu Road – Modern 4-Bedroom Home with 2 DSQ for Sale,"KSh 35,000,000","Kiambu Road, Nairobi",4 bed,,,,https://www.pigiame.co.ketel:+254711223669,2026-02-23T16:24:01.458851
PigiaMe,Sale,Kiambu Road – Modern 4-Bedroom Home with 2 DSQ for Sale,"KSh 35,000,000","Kiambu Road, Nairobi",4 bed,,,,,2026-02-23T16:24:01.460871
PigiaMe,Sale,6 Bed House with En Suite in Runda,"KSh 110,000,000","Runda, Nairobi",6 bed,,,,https://www.pigiame.co.ke/listings/6-bed-house-with-en-suite-in-runda-6128298,2026-02-23T16:24:01.471921
PigiaMe,Sale,6 Bed House with En Suite in Runda,"KSh 110,000,000","Runda, Nairobi",6 bed,,,,,2026-02-23T16:24:01.483843
PigiaMe,Sale,4 Bed Townhouse with En Suite in Mombasa Road,"KSh 20,500,000","Mlolongo, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-townhouse-with-en-suite-in-mombasa-road-5875824,2026-02-23T16:24:01.564601
PigiaMe,Sale,4 Bed Townhouse with En Suite in Mombasa Road,"KSh 20,500,000","Mlolongo, Nairobi",4 bed,,,,,2026-02-23T16:24:01.571180
PigiaMe,Sale,4 Bed House with En Suite in Karen,"KSh 80,000,000","Karen, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-house-with-en-suite-in-karen-6544194,2026-02-23T16:24:20.470661
PigiaMe,Sale,4 Bed House with En Suite in Karen,"KSh 80,000,000","Karen, Nairobi",4 bed,,,,,2026-02-23T16:24:20.475661
PigiaMe,Sale,3 bedroom house for sale in Ongata rongai,"KSh 5,400,000","Ongata Rongai, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bedroom-house-for-sale-in-ongata-rongai-3656465,2026-02-23T16:24:20.558014
PigiaMe,Sale,3 bedroom house for sale in Ongata rongai,"KSh 5,400,000","Ongata Rongai, Nairobi",3 bed,,,,,2026-02-23T16:24:20.564701
PigiaMe,Sale,3 bedroom villa for sale in Kitengela,"KSh 7,500,000","Kitengela, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bedroom-villa-for-sale-in-kitengela-2498863,2026-02-23T16:24:20.635463
PigiaMe,Sale,3 bedroom villa for sale in Kitengela,"KSh 7,500,000","Kitengela, Nairobi",3 bed,,,,https://www.pigiame.co.ketel:+254734315336,2026-02-23T16:24:20.639352
PigiaMe,Sale,3 bedroom villa for sale in Kitengela,"KSh 7,500,000","Kitengela, Nairobi",3 bed,,,,,2026-02-23T16:24:20.641502
PigiaMe,Sale,4 bedroom house for sale in Nyari,"KSh 85,000,000","Nyari, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bedroom-house-for-sale-in-nyari-2500056,2026-02-23T16:24:20.710704
PigiaMe,Sale,4 bedroom house for sale in Nyari,"KSh 85,000,000","Nyari, Nairobi",4 bed,,,,https://www.pigiame.co.ketel:+254717575738,2026-02-23T16:24:20.713120
PigiaMe,Sale,4 bedroom house for sale in Nyari,"KSh 85,000,000","Nyari, Nairobi",4 bed,,,,,2026-02-23T16:24:20.714621
PigiaMe,Sale,6 Bed Villa with En Suite in Lavington,"KSh 121,000,000","Lavington, Nairobi",6 bed,,,,https://www.pigiame.co.ke/listings/6-bed-villa-with-en-suite-in-lavington-5648451,2026-02-23T16:24:20.723491
PigiaMe,Sale,5 Bed Townhouse with En Suite in Lavington,"KSh 72,500,000","Lavington, Nairobi",5 bed,,,,https://www.pigiame.co.ke/listings/5-bed-townhouse-with-en-suite-in-lavington-6461419,2026-02-23T16:24:20.793677
PigiaMe,Sale,5 Bed Townhouse with En Suite in Lavington,"KSh 72,500,000","Lavington, Nairobi",5 bed,,,,,2026-02-23T16:24:20.799783
PigiaMe,Sale,4 Bed House with Garden at Kitengela,"KSh 5,800,000","Kitengela, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-house-with-garden-at-kitengela-5699102,2026-02-23T16:24:39.644228
PigiaMe,Sale,4 Bed House with Garden at Kitengela,"KSh 5,800,000","Kitengela, Nairobi",4 bed,,,,,2026-02-23T16:24:39.650300
PigiaMe,Sale,3 Bed House with En Suite in Kitengela,"KSh 9,000,000","Kitengela, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-house-with-en-suite-in-kitengela-6359965,2026-02-23T16:24:39.731785
PigiaMe,Sale,3 Bed House with En Suite in Kitengela,"KSh 9,000,000","Kitengela, Nairobi",3 bed,,,,,2026-02-23T16:24:39.738025
PigiaMe,Sale,4 Bed House with En Suite in South C,"KSh 28,000,000","South C, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-house-with-en-suite-in-south-c-6551077,2026-02-23T16:24:39.832508
PigiaMe,Sale,4 Bed House with En Suite in South C,"KSh 28,000,000","South C, Nairobi",4 bed,,,,,2026-02-23T16:24:39.839821
PigiaMe,Sale,4 Bed House with En Suite in Kiambu Road,"KSh 43,000,000","Kiambu Road, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-house-with-en-suite-in-kiambu-road-6596979,2026-02-23T16:24:39.912562
PigiaMe,Sale,4 Bed House with En Suite in Kiambu Road,"KSh 43,000,000","Kiambu Road, Nairobi",4 bed,,,,,2026-02-23T16:24:39.918651
PigiaMe,Sale,"Greenview Villas, Kiambu Road","KSh 30,000,000","Kiambu Road, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/greenview-villas-kiambu-road-6546117,2026-02-23T16:24:39.983801
PigiaMe,Sale,"Greenview Villas, Kiambu Road","KSh 30,000,000","Kiambu Road, Nairobi",4 bed,,,,https://www.pigiame.co.ketel:+254731668603,2026-02-23T16:24:39.987105
PigiaMe,Sale,"Greenview Villas, Kiambu Road","KSh 30,000,000","Kiambu Road, Nairobi",4 bed,,,,,2026-02-23T16:24:39.988648
PigiaMe,Sale,4BEDROOM HOUSE FOR SALE ON 50x100 land,"KSh 7,500,000","Nairobi CBD, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4bedroom-house-for-sale-on-50x100-land-5112939,2026-02-23T16:24:39.998565
PigiaMe,Sale,4BEDROOM HOUSE FOR SALE ON 50x100 land,"KSh 7,500,000","Nairobi CBD, Nairobi",4 bed,,,,https://www.pigiame.co.ketel:+254705686970,2026-02-23T16:24:40.002310
PigiaMe,Sale,4BEDROOM HOUSE FOR SALE ON 50x100 land,"KSh 7,500,000","Nairobi CBD, Nairobi",4 bed,,,,,2026-02-23T16:24:40.005473
PigiaMe,Sale,4 Bed Villa with En Suite in Lavington,"KSh 68,000,000","Lavington, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-villa-with-en-suite-in-lavington-5465741,2026-02-23T16:24:40.023396
PigiaMe,Sale,4 Bed Villa with En Suite in Lavington,"KSh 68,000,000","Lavington, Nairobi",4 bed,,,,,2026-02-23T16:24:40.034340
PigiaMe,Sale,3 Bed Villa with En Suite at Muigai,"KSh 12,500,000","Kitengela, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-villa-with-en-suite-at-muigai-5550515,2026-02-23T16:24:40.132582
PigiaMe,Sale,3 Bed Villa with En Suite at Muigai,"KSh 12,500,000","Kitengela, Nairobi",3 bed,,,,,2026-02-23T16:24:40.140196
PigiaMe,Sale,5 Bed Villa with En Suite in Lower Kabete,,"Lower Kabete, Nairobi",5 bed,,,,https://www.pigiame.co.ke/listings/5-bed-villa-with-en-suite-in-lower-kabete-6194251,2026-02-23T16:24:54.310190
PigiaMe,Sale,5 Bed Villa with En Suite in Lower Kabete,,"Lower Kabete, Nairobi",5 bed,,,,,2026-02-23T16:24:54.318689
PigiaMe,Sale,4 Bed Townhouse with En Suite in Westlands Area,"KSh 60,000,000","Westlands, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-townhouse-with-en-suite-in-westlands-area-6580317,2026-02-23T16:24:54.442311
PigiaMe,Sale,4 Bed Townhouse with En Suite in Westlands Area,"KSh 60,000,000","Westlands, Nairobi",4 bed,,,,,2026-02-23T16:24:54.447654
PigiaMe,Sale,5 Bed Villa with En Suite in Lower Kabete,"KSh 155,000,000","Lower Kabete, Nairobi",5 bed,,,,https://www.pigiame.co.ke/listings/5-bed-villa-with-en-suite-in-lower-kabete-5712964,2026-02-23T16:24:54.559007
PigiaMe,Sale,5 Bed Villa with En Suite in Lower Kabete,"KSh 155,000,000","Lower Kabete, Nairobi",5 bed,,,,,2026-02-23T16:24:54.564686
PigiaMe,Sale,4 Bed House with En Suite in Westlands Area,"KSh 20,000,000","Westlands, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-house-with-en-suite-in-westlands-area-5761450,2026-02-23T16:24:54.637499
PigiaMe,Sale,4 Bed House with En Suite in Westlands Area,"KSh 20,000,000","Westlands, Nairobi",4 bed,,,,,2026-02-23T16:24:54.648054
PigiaMe,Sale,5 Bed Townhouse with En Suite in Brookside,"KSh 130,000,000","Westlands, Nairobi",5 bed,,,,https://www.pigiame.co.ke/listings/5-bed-townhouse-with-en-suite-in-brookside-6569432,2026-02-23T16:24:54.701546
PigiaMe,Sale,5 Bed Townhouse with En Suite in Brookside,"KSh 130,000,000","Westlands, Nairobi",5 bed,,,,,2026-02-23T16:24:54.706316
PigiaMe,Sale,Silver,"KSh 3,000,000","Kileleshwa, Nairobi",1 bed,,,,https://www.pigiame.co.ke/listings/1-bed-apartment-with-en-suite-in-kileleshwa-6614227,2026-02-23T16:25:05.498208
PigiaMe,Sale,1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000","Kileleshwa, Nairobi",1 bed,,,,,2026-02-23T16:25:05.512278
PigiaMe,Sale,Silver,"KSh 9,000,000","Kileleshwa, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-kileleshwa-6615950,2026-02-23T16:25:05.583075
PigiaMe,Sale,3 Bed Apartment with En Suite in Kileleshwa,"KSh 9,000,000","Kileleshwa, Nairobi",3 bed,,,,,2026-02-23T16:25:05.587886
PigiaMe,Sale,Silver,"KSh 3,000,000","Kilimani, Nairobi",1 bed,,,,https://www.pigiame.co.ke/listings/1-bed-apartment-with-en-suite-in-kilimani-6617954,2026-02-23T16:25:05.643525
PigiaMe,Sale,1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000","Kilimani, Nairobi",1 bed,,,,,2026-02-23T16:25:05.648926
PigiaMe,Sale,Silver,"KSh 6,000,000","Lavington, Nairobi",2 bed,,,,https://www.pigiame.co.ke/listings/2-bed-apartment-with-en-suite-in-lavington-6622014,2026-02-23T16:25:05.695231
PigiaMe,Sale,2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000","Lavington, Nairobi",2 bed,,,,,2026-02-23T16:25:05.699905
PigiaMe,Sale,Silver,"KSh 4,000,000","Westlands, Nairobi",1 bed,,,,https://www.pigiame.co.ke/listings/1-bed-apartment-with-en-suite-in-westlands-area-6622135,2026-02-23T16:25:05.797190
PigiaMe,Sale,1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands, Nairobi",1 bed,,,,,2026-02-23T16:25:05.810965
PigiaMe,Sale,Silver,"KSh 9,700,000","Kilimani, Nairobi",2 bed,,,,https://www.pigiame.co.ke/listings/2-bed-apartment-with-en-suite-in-kilimani-6611891,2026-02-23T16:25:05.942015
PigiaMe,Sale,2 Bed Apartment with En Suite in Kilimani,"KSh 9,700,000","Kilimani, Nairobi",2 bed,,,,,2026-02-23T16:25:05.952650
PigiaMe,Sale,Silver,"KSh 13,000,000","Lavington, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-apartment-with-en-suite-in-lavington-6618150,2026-02-23T16:25:06.039830
PigiaMe,Sale,4 Bed Apartment with En Suite in Lavington,"KSh 13,000,000","Lavington, Nairobi",4 bed,,,,,2026-02-23T16:25:06.044202
PigiaMe,Sale,Silver,"KSh 9,000,000","Kileleshwa, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-kileleshwa-6623115,2026-02-23T16:25:06.087971
PigiaMe,Sale,Silver,"KSh 6,000,000","Lavington, Nairobi",2 bed,,,,https://www.pigiame.co.ke/listings/2-bed-apartment-with-en-suite-in-lavington-6624677,2026-02-23T16:25:06.137386
PigiaMe,Sale,Silver,"KSh 6,000,000","Kileleshwa, Nairobi",2 bed,,,,https://www.pigiame.co.ke/listings/2-bed-apartment-with-en-suite-in-kileleshwa-6617467,2026-02-23T16:25:06.211656
PigiaMe,Sale,2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000","Kileleshwa, Nairobi",2 bed,,,,,2026-02-23T16:25:06.218174
PigiaMe,Sale,Kenya,,,,,,,https://www.pigiame.co.ke/apartments-for-sale,2026-02-23T16:25:06.298084
PigiaMe,Sale,Westlands,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=westlands,2026-02-23T16:25:06.299480
PigiaMe,Sale,Kilimani,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=kilimani,2026-02-23T16:25:06.299908
PigiaMe,Sale,Kileleshwa,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=kileleshwa,2026-02-23T16:25:06.300333
PigiaMe,Sale,Lavington,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=lavington,2026-02-23T16:25:06.300789
PigiaMe,Sale,Riverside,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=riverside,2026-02-23T16:25:06.301391
PigiaMe,Sale,Dagoretti,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=dagoretti,2026-02-23T16:25:06.301813
PigiaMe,Sale,Gigiri,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=gigiri,2026-02-23T16:25:06.302235
PigiaMe,Sale,Kangemi,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=kangemi,2026-02-23T16:25:06.302722
PigiaMe,Sale,Kiambu Road,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=kiambu-road,2026-02-23T16:25:06.303207
PigiaMe,Sale,"Kilimani, Riara Road",,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=kilimani-riara-road,2026-02-23T16:25:06.304464
PigiaMe,Sale,Kitengela,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=kitengela,2026-02-23T16:25:06.305079
PigiaMe,Sale,Kitisuru,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=kitisuru,2026-02-23T16:25:06.305513
PigiaMe,Sale,Lang'ata,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=langata,2026-02-23T16:25:06.305940
PigiaMe,Sale,"Lavington, Valley Arcade",,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=lavington-valley-arcade,2026-02-23T16:25:06.306897
PigiaMe,Sale,Loresho,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=loresho,2026-02-23T16:25:06.307326
PigiaMe,Sale,Lower Kabete,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=lower-kabete,2026-02-23T16:25:06.307749
PigiaMe,Sale,Mlolongo,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=mlolongo,2026-02-23T16:25:06.308169
PigiaMe,Sale,Muthaiga,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=muthaiga,2026-02-23T16:25:06.308676
PigiaMe,Sale,Ngong,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=ngong,2026-02-23T16:25:06.309148
PigiaMe,Sale,Ngong Road,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=ngong-road,2026-02-23T16:25:06.309572
PigiaMe,Sale,Nyari,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=nyari,2026-02-23T16:25:06.309990
PigiaMe,Sale,Other Nairobi,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=other-nairobi,2026-02-23T16:25:06.310488
PigiaMe,Sale,Parklands,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=parklands,2026-02-23T16:25:06.310982
PigiaMe,Sale,Riruta,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=riruta,2026-02-23T16:25:06.311407
PigiaMe,Sale,Roysambu,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=roysambu,2026-02-23T16:25:06.312467
PigiaMe,Sale,Ruaka,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=ruaka,2026-02-23T16:25:06.312941
PigiaMe,Sale,Runda,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=runda,2026-02-23T16:25:06.313368
PigiaMe,Sale,South C,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=south-c,2026-02-23T16:25:06.313787
PigiaMe,Sale,Spring Valley,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=spring-valley,2026-02-23T16:25:06.314329
PigiaMe,Sale,Upper Hill,,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=upper-hill,2026-02-23T16:25:06.314965
PigiaMe,Sale,"Zimmerman, Mirema",,,,,,,https://www.pigiame.co.ke/apartments-for-sale/nairobi?location=zimmerman-mirema,2026-02-23T16:25:06.315886
PigiaMe,Sale,Serviced 3 Bed Apartment with En Suite at Kirichwa Road,"KSh 17,000,000","Kilimani, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/serviced-3-bed-apartment-with-en-suite-at-kirichwa-road-5037572,2026-02-23T16:25:28.720633
PigiaMe,Sale,Serviced 3 Bed Apartment with En Suite at Kirichwa Road,"KSh 17,000,000","Kilimani, Nairobi",3 bed,,,,,2026-02-23T16:25:28.725356
PigiaMe,Sale,3 Bed Apartment in Kilimani,"KSh 27,000,000","Kilimani, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-apartment-in-kilimani-6043342,2026-02-23T16:25:28.768034
PigiaMe,Sale,3 Bed Apartment in Kilimani,"KSh 27,000,000","Kilimani, Nairobi",3 bed,,,,,2026-02-23T16:25:28.772484
PigiaMe,Sale,3 Bed Apartment with En Suite in Kilimani,"KSh 18,000,000","Kilimani, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-kilimani-5427467,2026-02-23T16:25:28.812085
PigiaMe,Sale,3 Bed Apartment with En Suite in Kilimani,"KSh 18,000,000","Kilimani, Nairobi",3 bed,,,,,2026-02-23T16:25:28.815721
PigiaMe,Sale,3 Bed Apartment with En Suite in Kileleshwa,"KSh 21,000,000","Kileleshwa, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-kileleshwa-5912042,2026-02-23T16:25:28.857169
PigiaMe,Sale,3 Bed Apartment with En Suite in Kileleshwa,"KSh 21,000,000","Kileleshwa, Nairobi",3 bed,,,,,2026-02-23T16:25:28.861098
PigiaMe,Sale,4 Bed Apartment with En Suite at Oloitoktok,"KSh 25,500,000","Kileleshwa, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-apartment-with-en-suite-at-oloitoktok-3354307,2026-02-23T16:25:28.902239
PigiaMe,Sale,4 Bed Apartment with En Suite at Oloitoktok,"KSh 25,500,000","Kileleshwa, Nairobi",4 bed,,,,,2026-02-23T16:25:28.905945
PigiaMe,Sale,3 Bed Apartment with En Suite in Kileleshwa,"KSh 13,000,000","Kileleshwa, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-kileleshwa-5554621,2026-02-23T16:25:28.960538
PigiaMe,Sale,3 Bed Apartment with En Suite in Kileleshwa,"KSh 13,000,000","Kileleshwa, Nairobi",3 bed,,,,,2026-02-23T16:25:28.964802
PigiaMe,Sale,2 Bed Apartment with En Suite in Kileleshwa,"KSh 10,000,000","Kileleshwa, Nairobi",2 bed,,,,https://www.pigiame.co.ke/listings/2-bed-apartment-with-en-suite-in-kileleshwa-5878241,2026-02-23T16:25:29.018487
PigiaMe,Sale,2 Bed Apartment with En Suite in Kileleshwa,"KSh 10,000,000","Kileleshwa, Nairobi",2 bed,,,,,2026-02-23T16:25:29.023136
PigiaMe,Sale,4 Bed Apartment with En Suite at Brookside,"KSh 36,300,000","Westlands, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-apartment-with-en-suite-at-brookside-6485464,2026-02-23T16:25:29.073182
PigiaMe,Sale,4 Bed Apartment with En Suite at Brookside,"KSh 36,300,000","Westlands, Nairobi",4 bed,,,,,2026-02-23T16:25:29.078626
PigiaMe,Sale,3 Bed Apartment with En Suite in Kilimani,"KSh 16,000,000","Kilimani, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-kilimani-5763485,2026-02-23T16:25:29.137220
PigiaMe,Sale,3 Bed Apartment with En Suite in Kilimani,"KSh 16,000,000","Kilimani, Nairobi",3 bed,,,,,2026-02-23T16:25:29.142298
PigiaMe,Sale,3 Bed Apartment with En Suite at Kileleshwa,"KSh 19,500,000","Kileleshwa, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-at-kileleshwa-5922648,2026-02-23T16:25:29.192066
PigiaMe,Sale,3 Bed Apartment with En Suite at Kileleshwa,"KSh 19,500,000","Kileleshwa, Nairobi",3 bed,,,,,2026-02-23T16:25:29.196162
PigiaMe,Sale,3 Bed Apartment with En Suite in Westlands Area,"KSh 32,000,000","Westlands, Nairobi",3 bed,,,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-westlands-area-5914586,2026-02-23T16:25:43.336930
PigiaMe,Sale,3 Bed Apartment with En Suite in Westlands Area,"KSh 32,000,000","Westlands, Nairobi",3 bed,,,,,2026-02-23T16:25:43.342333
PigiaMe,Sale,4 Bed Apartment with En Suite in Kileleshwa,"KSh 22,000,000","Kileleshwa, Nairobi",4 bed,,,,https://www.pigiame.co.ke/listings/4-bed-apartment-with-en-suite-in-kileleshwa-6305299,2026-02-23T16:25:43.406710
PigiaMe,Sale,4 Bed Apartment with En Suite in Kileleshwa,"KSh 22,000,000","Kileleshwa, Nairobi",4 bed,,,,,2026-02-23T16:25:43.411651
